application_id,applicant_type,timestamp,device_age_months,sim_age_months,completion_time_seconds,application_hour,applications_last_24h,copy_paste_count,gps_matches_address,device_value,device_value_ksh,line_type,has_kra_pin,has_nssf,iprs_verified,has_crb_record,crb_score,loan_amount,loan_term_days,monthly_income,employment_type,location,should_approve,will_default
APP_006026,risky,2026-01-22 10:49:02,2.1,25.0,792,11,1,2,1,low,5000,postpaid,0,1,1,0,300,1000,14,45713.3,formal,Nakuru,1,0
APP_006027,fraudster,2025-11-29 10:49:02,0.3,1.9,61,6,4,15,0,medium,20000,postpaid,0,0,1,0,486,3000,90,30635.19,informal,Nakuru,0,1
APP_006028,legitimate,2025-12-17 10:49:02,23.3,5.4,614,11,1,1,1,low,5000,prepaid,1,1,1,1,338,2000,60,39316.09,formal,Eldoret,1,0
APP_006029,legitimate,2026-01-31 10:49:02,32.5,11.9,891,15,1,2,1,low,5000,postpaid,1,1,1,0,300,20000,60,36596.59,self_employed,Rural,0,0
APP_006030,legitimate,2025-11-19 10:49:02,51.0,4.8,576,13,1,1,1,low,5000,prepaid,1,0,1,1,458,15000,14,21921.79,formal,Kisumu,1,0
APP_006031,legitimate,2025-11-21 10:49:02,28.0,0.1,735,12,1,0,1,high,60000,postpaid,1,1,1,1,510,3000,60,21713.31,informal,Mombasa,1,0
APP_006032,fraudster,2026-02-09 10:49:02,2.4,1.9,92,5,9,10,1,medium,20000,prepaid,0,0,1,0,393,3000,60,46811.76,self_employed,Rural,0,1
APP_006033,legitimate,2026-02-05 10:49:02,8.0,7.7,723,15,1,1,1,medium,20000,prepaid,1,0,1,0,300,15000,7,56389.48,self_employed,Rural,0,1
APP_006034,risky,2025-12-12 10:49:02,2.4,11.2,777,14,1,2,1,high,60000,postpaid,1,1,1,1,657,10000,7,71596.06,formal,Mombasa,0,0
APP_006035,legitimate,2025-12-19 10:49:02,1.7,29.9,393,11,1,0,1,medium,20000,postpaid,0,0,1,0,300,5000,90,71772.4,formal,Mombasa,0,0
APP_006036,legitimate,2026-02-10 10:49:02,64.9,18.5,824,9,1,1,1,high,60000,prepaid,0,1,1,0,300,20000,90,18813.61,self_employed,Kisumu,0,0
APP_006037,risky,2026-02-06 10:49:02,18.1,21.4,886,13,1,0,1,high,60000,prepaid,0,0,1,0,300,3000,90,26899.02,informal,Nakuru,1,0
APP_006038,good_repeat,2026-01-22 10:49:02,19.0,0.6,397,20,1,1,1,low,5000,postpaid,1,1,1,0,300,5000,90,28131.67,self_employed,Nairobi,1,0
APP_006039,legitimate,2025-12-21 10:49:02,4.2,5.6,405,17,1,2,1,medium,20000,postpaid,1,0,1,1,595,20000,30,31615.44,informal,Kisumu,1,0
APP_006040,fraudster,2026-01-16 10:49:02,0.1,0.9,63,3,10,10,0,high,60000,prepaid,0,0,1,0,398,10000,14,6621.12,unemployed,Mombasa,0,1
APP_006041,fraudster,2026-01-31 10:49:02,2.0,1.6,32,2,4,9,0,high,60000,prepaid,0,0,1,0,300,15000,60,23958.13,self_employed,Kisumu,0,1
APP_006042,legitimate,2025-11-22 10:49:02,24.5,12.1,786,13,1,0,1,high,60000,prepaid,0,0,1,0,300,2000,30,18392.99,self_employed,Kisumu,0,0
APP_006043,fraudster,2025-12-01 10:49:02,1.0,1.1,72,3,8,7,0,medium,20000,prepaid,0,0,1,0,300,2000,30,29331.42,formal,Nakuru,0,1
APP_006044,fraudster,2026-01-09 10:49:02,2.8,1.4,89,6,8,10,1,medium,20000,postpaid,0,0,1,0,300,10000,14,24086.93,self_employed,Nakuru,0,1
APP_006045,legitimate,2025-11-19 10:49:02,29.6,7.7,684,12,1,1,1,low,5000,postpaid,0,1,1,0,300,10000,90,15123.49,unemployed,Nairobi,0,0
APP_006046,legitimate,2025-11-26 10:49:02,7.2,12.8,799,8,1,2,1,high,60000,postpaid,0,1,1,0,300,10000,90,46977.7,formal,Nakuru,0,0
APP_006047,legitimate,2026-01-03 10:49:02,12.6,40.4,517,9,1,0,1,high,60000,prepaid,0,0,1,1,550,5000,30,9658.07,unemployed,Nairobi,1,0
APP_006048,fraudster,2025-11-24 10:49:02,1.5,1.6,57,4,5,6,0,medium,20000,postpaid,0,0,1,0,553,1000,90,21893.99,informal,Rural,0,1
APP_006049,legitimate,2026-01-03 10:49:02,2.3,3.2,539,17,1,2,1,high,60000,postpaid,0,0,1,0,300,5000,7,34588.87,informal,Nairobi,0,0
APP_006050,risky,2026-01-23 10:49:02,81.8,22.6,316,14,1,1,1,high,60000,postpaid,1,1,1,0,300,2000,60,30243.77,formal,Eldoret,1,0
APP_006051,fraudster,2026-02-10 10:49:02,0.7,1.2,94,6,6,5,1,medium,20000,prepaid,0,0,1,0,438,1000,30,11900.4,unemployed,Nairobi,0,1
APP_006052,fraudster,2026-02-11 10:49:02,0.0,1.4,99,5,4,10,0,high,60000,prepaid,0,0,1,0,450,15000,14,10629.99,informal,Eldoret,0,1
APP_006053,risky,2025-11-21 10:49:02,2.6,9.1,740,14,1,0,1,medium,20000,prepaid,0,0,1,1,490,3000,60,16232.8,unemployed,Nakuru,1,0
APP_006054,legitimate,2026-01-20 10:49:02,21.5,18.2,361,16,1,2,1,medium,20000,prepaid,1,1,1,0,300,2000,60,13651.52,informal,Rural,0,0
APP_006055,fraudster,2026-02-13 10:49:02,2.8,1.5,41,1,3,9,1,medium,20000,postpaid,0,0,1,0,300,15000,14,66482.73,formal,Eldoret,0,1
APP_006056,legitimate,2026-02-12 10:49:02,4.8,26.1,898,14,1,1,0,medium,20000,prepaid,1,0,1,0,300,10000,7,55468.86,self_employed,Eldoret,0,0
APP_006057,legitimate,2026-01-07 10:49:02,12.5,25.8,625,14,1,1,1,medium,20000,prepaid,0,0,1,0,300,2000,30,29662.85,informal,Mombasa,0,0
APP_006058,fraudster,2026-02-09 10:49:02,2.5,1.1,32,0,7,12,1,low,5000,prepaid,0,0,1,0,433,20000,14,8911.36,unemployed,Nairobi,0,1
APP_006059,risky,2025-12-14 10:49:02,14.5,21.2,473,16,1,2,1,high,60000,postpaid,1,0,1,0,300,3000,30,32659.29,self_employed,Eldoret,1,0
APP_006060,fraudster,2026-01-14 10:49:02,2.9,1.8,65,3,8,12,0,low,5000,postpaid,0,0,1,0,300,3000,7,50258.29,formal,Rural,0,1
APP_006061,fraudster,2025-11-17 10:49:02,2.0,0.5,80,0,6,6,0,high,60000,prepaid,0,0,1,0,300,3000,7,11084.82,unemployed,Nairobi,0,1
APP_006062,legitimate,2026-01-26 10:49:02,3.9,27.5,331,9,1,1,1,high,60000,postpaid,0,0,0,0,300,15000,60,27418.5,formal,Eldoret,0,0
APP_006063,legitimate,2026-01-28 10:49:02,50.0,5.7,847,12,1,1,0,high,60000,postpaid,1,1,1,0,300,2000,30,32681.27,self_employed,Kisumu,0,0
APP_006064,risky,2025-11-16 10:49:02,24.0,12.5,881,12,1,2,1,low,5000,postpaid,0,0,1,0,300,10000,30,48978.74,self_employed,Kisumu,1,1
APP_006065,risky,2025-12-15 10:49:02,1.2,49.9,828,8,1,0,1,low,5000,postpaid,1,1,1,0,300,1000,7,32278.8,informal,Rural,1,1
APP_006066,legitimate,2025-12-22 10:49:02,7.6,8.2,665,15,1,1,1,low,5000,prepaid,1,0,1,1,300,5000,90,71355.94,formal,Kisumu,1,1
APP_006067,fraudster,2025-12-17 10:49:02,1.3,0.4,103,2,6,15,1,medium,20000,prepaid,0,0,1,0,445,1000,14,19357.95,informal,Rural,0,1
APP_006068,risky,2026-01-30 10:49:02,20.2,8.4,468,17,1,2,1,low,5000,prepaid,0,1,1,1,510,15000,14,23363.29,informal,Mombasa,1,0
APP_006069,fraudster,2025-12-14 10:49:02,1.2,0.3,43,6,4,5,1,high,60000,prepaid,0,0,1,0,700,1000,60,39524.26,self_employed,Eldoret,0,1
APP_006070,risky,2026-01-13 10:49:02,4.3,32.8,699,16,1,1,1,medium,20000,prepaid,0,0,1,0,300,2000,30,55619.96,self_employed,Eldoret,1,0
APP_006071,legitimate,2025-11-28 10:49:02,18.7,61.6,596,15,1,1,1,low,5000,prepaid,1,0,1,1,431,5000,60,62677.89,formal,Rural,1,1
APP_006072,risky,2026-02-13 10:49:02,1.6,20.0,534,7,1,1,1,medium,20000,postpaid,1,1,1,0,300,2000,90,31656.62,informal,Mombasa,0,1
APP_006073,legitimate,2026-01-29 10:49:02,33.5,0.1,619,16,1,2,1,low,5000,postpaid,1,0,1,1,349,2000,90,74279.99,formal,Eldoret,1,0
APP_006074,fraudster,2025-12-08 10:49:02,2.6,1.6,92,0,5,14,1,low,5000,prepaid,0,0,1,0,300,1000,7,9290.62,unemployed,Eldoret,0,1
APP_006075,fraudster,2025-11-16 10:49:02,2.3,1.1,84,0,6,8,0,low,5000,prepaid,0,0,1,0,510,5000,30,15283.02,self_employed,Rural,0,1
APP_006076,legitimate,2025-12-03 10:49:02,32.2,4.0,619,15,1,1,1,low,5000,postpaid,1,0,1,0,300,15000,7,34193.04,informal,Rural,0,1
APP_006077,fraudster,2026-02-03 10:49:02,0.3,2.0,104,6,8,10,1,low,5000,prepaid,0,0,1,0,573,1000,7,33388.47,self_employed,Mombasa,0,1
APP_006078,risky,2026-01-30 10:49:02,1.8,18.1,635,15,1,2,1,high,60000,prepaid,0,0,1,0,300,15000,60,34008.1,formal,Nairobi,0,0
APP_006079,legitimate,2026-01-29 10:49:02,48.9,10.2,765,16,1,0,1,medium,20000,postpaid,0,1,1,0,300,5000,30,31105.47,informal,Rural,0,0
APP_006080,risky,2026-02-01 10:49:02,41.6,9.4,683,16,1,0,1,high,60000,postpaid,1,0,0,0,300,3000,90,32726.6,informal,Mombasa,0,0
APP_006081,risky,2025-12-25 10:49:02,0.3,10.8,795,16,1,1,1,low,5000,prepaid,1,1,1,0,300,15000,7,62354.88,formal,Nakuru,1,0
APP_006082,risky,2026-01-28 10:49:02,0.4,140.2,652,14,1,2,1,high,60000,prepaid,0,1,0,0,300,15000,7,23722.63,formal,Kisumu,0,0
APP_006083,legitimate,2026-01-31 10:49:02,28.1,5.4,414,10,1,0,1,high,60000,prepaid,0,1,1,1,700,15000,7,34304.05,formal,Mombasa,1,0
APP_006084,risky,2026-01-22 10:49:02,3.1,36.2,604,12,1,0,1,high,60000,postpaid,1,1,1,0,300,3000,60,38065.47,self_employed,Mombasa,0,1
APP_006085,risky,2025-12-26 10:49:02,6.4,5.7,439,7,1,1,1,low,5000,prepaid,0,1,1,0,300,20000,7,37749.0,formal,Nairobi,1,0
APP_006086,good_repeat,2025-12-03 10:49:02,45.5,50.9,553,18,1,2,1,medium,20000,postpaid,1,1,1,0,300,1000,7,20904.76,informal,Nakuru,1,0
APP_006087,legitimate,2025-11-27 10:49:02,11.9,10.7,523,10,1,2,1,medium,20000,prepaid,1,0,1,1,411,3000,7,36909.9,self_employed,Nakuru,1,0
APP_006088,risky,2025-11-23 10:49:02,14.2,39.2,654,11,1,0,1,high,60000,postpaid,0,1,1,0,300,5000,90,18452.38,self_employed,Nakuru,1,1
APP_006089,legitimate,2026-01-26 10:49:02,11.6,1.7,335,12,1,0,1,high,60000,postpaid,0,0,1,0,300,2000,30,13369.04,informal,Eldoret,0,0
APP_006090,legitimate,2026-01-19 10:49:02,21.7,17.5,319,8,1,2,1,high,60000,postpaid,0,1,1,0,300,5000,60,29820.66,informal,Kisumu,0,1
APP_006091,risky,2026-01-09 10:49:02,42.3,2.3,765,13,1,1,1,medium,20000,prepaid,1,1,1,1,468,10000,60,26217.2,self_employed,Mombasa,1,0
APP_006092,legitimate,2026-01-29 10:49:02,38.3,31.3,867,16,1,2,1,medium,20000,prepaid,1,0,1,0,300,20000,60,19041.29,self_employed,Rural,0,0
APP_006093,legitimate,2025-12-16 10:49:02,2.0,42.7,392,15,1,0,1,medium,20000,prepaid,1,1,1,0,300,10000,7,66652.15,formal,Eldoret,0,0
APP_006094,legitimate,2026-01-21 10:49:02,19.6,33.0,755,11,1,1,1,medium,20000,prepaid,0,1,1,0,300,5000,14,33593.5,informal,Mombasa,0,0
APP_006095,fraudster,2026-02-05 10:49:02,0.4,0.3,100,1,6,8,1,low,5000,postpaid,0,0,1,0,300,20000,7,44423.89,formal,Nairobi,0,1
APP_006096,risky,2025-12-01 10:49:02,26.2,20.5,581,15,1,1,1,high,60000,prepaid,1,0,1,0,300,5000,30,23468.68,informal,Kisumu,0,1
APP_006097,legitimate,2025-11-27 10:49:02,0.3,11.0,369,13,1,1,1,low,5000,postpaid,1,0,1,0,300,10000,30,17925.18,unemployed,Mombasa,0,0
APP_006098,good_repeat,2025-12-15 10:49:02,23.5,13.4,321,14,1,0,1,medium,20000,prepaid,0,0,1,1,509,2000,90,66759.78,formal,Nakuru,1,0
APP_006099,risky,2025-12-27 10:49:02,14.4,17.0,776,10,1,2,1,low,5000,prepaid,1,1,1,0,300,10000,60,30582.28,informal,Kisumu,0,0
APP_006100,legitimate,2026-01-25 10:49:02,0.4,7.7,533,11,1,0,1,low,5000,postpaid,0,0,1,1,361,1000,90,33193.22,informal,Nakuru,1,0
APP_006101,legitimate,2025-11-30 10:49:02,1.6,30.4,804,13,1,1,1,low,5000,prepaid,1,1,1,0,300,20000,30,15722.36,self_employed,Eldoret,0,0
APP_006102,risky,2025-11-17 10:49:02,40.5,66.3,453,12,1,0,1,high,60000,prepaid,0,0,1,1,514,20000,14,30223.14,informal,Eldoret,1,0
APP_006103,legitimate,2025-12-23 10:49:02,24.3,2.8,595,17,1,0,1,high,60000,prepaid,1,1,1,0,300,1000,7,62883.03,formal,Nakuru,0,0
APP_006104,fraudster,2025-11-27 10:49:02,1.1,1.3,101,6,3,14,1,high,60000,postpaid,0,0,1,0,567,1000,30,78284.38,formal,Kisumu,0,1
APP_006105,legitimate,2026-01-16 10:49:02,24.1,28.4,395,14,1,1,1,medium,20000,postpaid,0,1,1,1,484,2000,7,69248.32,formal,Nakuru,1,0
APP_006106,risky,2025-12-05 10:49:02,3.6,56.5,728,11,1,1,1,medium,20000,postpaid,1,0,1,0,300,20000,30,23378.89,self_employed,Rural,0,1
APP_006107,good_repeat,2026-01-12 10:49:02,31.5,0.1,890,12,1,1,1,low,5000,postpaid,1,0,1,0,300,10000,90,25914.9,formal,Nairobi,1,0
APP_006108,legitimate,2026-02-01 10:49:02,32.1,7.3,473,15,1,2,1,low,5000,prepaid,1,0,1,1,569,20000,60,26110.64,formal,Kisumu,1,0
APP_006109,legitimate,2025-12-23 10:49:02,19.7,10.9,884,12,1,1,1,low,5000,prepaid,1,1,1,0,300,1000,30,73674.09,formal,Rural,0,0
APP_006110,legitimate,2025-12-02 10:49:02,16.5,15.8,758,10,1,1,1,high,60000,postpaid,1,0,1,0,300,2000,30,18691.76,informal,Rural,0,0
APP_006111,fraudster,2025-12-21 10:49:02,2.8,1.6,83,2,4,14,0,medium,20000,prepaid,0,0,1,0,300,5000,14,23202.34,informal,Rural,0,1
APP_006112,legitimate,2026-01-14 10:49:02,2.4,47.7,402,13,1,2,0,medium,20000,postpaid,0,0,1,0,300,15000,30,7301.39,unemployed,Eldoret,0,0
APP_006113,risky,2026-01-12 10:49:02,15.5,2.0,679,13,1,1,1,low,5000,postpaid,1,0,1,0,300,1000,30,9473.49,unemployed,Eldoret,0,0
APP_006114,good_repeat,2025-12-25 10:49:02,16.6,45.6,542,10,1,2,1,low,5000,prepaid,1,0,1,0,300,10000,7,8252.16,unemployed,Rural,1,0
APP_006115,fraudster,2025-12-07 10:49:02,2.6,0.2,115,2,6,8,0,high,60000,postpaid,0,0,1,0,300,10000,14,64885.28,formal,Mombasa,0,1
APP_006116,legitimate,2025-11-24 10:49:02,2.1,48.4,827,12,1,2,1,medium,20000,prepaid,1,1,1,1,444,20000,30,9042.5,unemployed,Nakuru,1,0
APP_006117,legitimate,2025-12-10 10:49:02,11.2,40.8,379,14,1,1,1,low,5000,prepaid,1,1,1,0,300,15000,90,57384.89,formal,Mombasa,0,0
APP_006118,risky,2026-01-25 10:49:02,23.3,16.1,798,16,1,0,1,low,5000,postpaid,1,1,1,0,300,20000,30,32017.46,self_employed,Nairobi,0,0
APP_006119,legitimate,2025-12-20 10:49:02,14.1,27.0,776,15,1,0,0,medium,20000,prepaid,0,0,1,0,300,5000,7,18603.99,informal,Eldoret,0,0
APP_006120,legitimate,2026-01-13 10:49:02,14.8,10.5,500,9,1,2,1,medium,20000,postpaid,0,0,1,0,300,20000,14,18204.86,unemployed,Kisumu,0,0
APP_006121,risky,2026-02-11 10:49:02,10.4,7.9,680,15,1,1,1,low,5000,postpaid,0,1,1,0,300,20000,90,19693.82,self_employed,Nakuru,1,0
APP_006122,risky,2026-01-25 10:49:02,2.4,9.3,456,12,1,0,1,low,5000,prepaid,1,1,1,0,300,2000,60,46778.26,self_employed,Nairobi,0,0
APP_006123,legitimate,2026-01-15 10:49:02,24.8,4.6,695,17,1,2,1,medium,20000,postpaid,1,0,1,0,300,20000,7,51403.4,formal,Nakuru,0,0
APP_006124,legitimate,2026-02-03 10:49:02,9.9,2.9,582,14,1,2,1,low,5000,postpaid,0,1,1,0,300,20000,30,24939.67,informal,Rural,0,0
APP_006125,legitimate,2025-12-10 10:49:02,16.8,5.8,695,11,1,2,1,medium,20000,postpaid,0,0,0,0,300,2000,30,7328.48,unemployed,Nakuru,0,0
APP_006126,risky,2026-01-24 10:49:02,11.6,47.8,770,12,1,0,1,medium,20000,prepaid,1,1,1,0,300,2000,60,22631.98,formal,Eldoret,0,0
APP_006127,legitimate,2026-01-14 10:49:02,70.4,22.6,776,14,1,2,1,medium,20000,prepaid,1,1,1,1,300,20000,14,36824.13,self_employed,Eldoret,1,0
APP_006128,risky,2025-11-18 10:49:02,15.3,2.3,397,10,1,0,1,high,60000,postpaid,1,1,1,1,518,5000,30,15954.67,unemployed,Kisumu,1,0
APP_006129,legitimate,2026-01-03 10:49:02,3.7,19.8,763,15,1,0,1,medium,20000,prepaid,1,1,1,0,300,20000,90,58758.9,self_employed,Eldoret,0,1
APP_006130,legitimate,2026-01-03 10:49:02,2.6,0.4,515,18,1,2,1,medium,20000,prepaid,1,0,1,0,300,20000,60,21729.66,formal,Mombasa,0,0
APP_006131,good_repeat,2026-01-15 10:49:02,15.8,4.9,785,17,1,2,1,low,5000,prepaid,1,0,1,0,300,1000,90,73971.12,formal,Eldoret,1,0
APP_006132,legitimate,2026-01-08 10:49:02,16.6,1.4,670,17,1,2,1,low,5000,prepaid,1,0,1,1,700,20000,60,32405.88,self_employed,Nakuru,1,0
APP_006133,risky,2026-01-09 10:49:02,19.2,54.2,632,12,1,1,1,high,60000,prepaid,0,1,1,0,300,5000,90,35446.34,self_employed,Kisumu,1,0
APP_006134,legitimate,2026-01-04 10:49:02,0.9,43.6,664,14,1,0,1,low,5000,postpaid,1,0,1,0,300,3000,14,36038.71,informal,Rural,1,0
APP_006135,good_repeat,2025-12-02 10:49:02,12.1,40.4,561,11,1,2,1,medium,20000,prepaid,1,0,1,1,338,2000,60,39208.43,self_employed,Kisumu,1,0
APP_006136,risky,2025-12-10 10:49:02,21.7,59.3,785,12,1,2,1,high,60000,prepaid,0,1,1,1,602,20000,90,20573.5,formal,Kisumu,0,0
APP_006137,fraudster,2026-01-10 10:49:02,0.8,1.2,65,1,4,12,0,low,5000,postpaid,0,0,1,0,300,15000,30,18522.41,unemployed,Rural,0,1
APP_006138,fraudster,2025-11-23 10:49:02,1.7,0.7,97,2,8,5,1,medium,20000,prepaid,0,0,1,0,523,3000,30,17869.61,informal,Nakuru,0,1
APP_006139,legitimate,2025-11-20 10:49:02,18.1,5.0,750,17,1,2,1,low,5000,prepaid,1,1,1,1,517,2000,14,10788.58,unemployed,Rural,1,0
APP_006140,legitimate,2026-01-08 10:49:02,13.3,58.5,739,14,1,2,1,high,60000,prepaid,1,1,1,1,548,10000,30,19069.82,informal,Nairobi,1,0
APP_006141,legitimate,2026-01-15 10:49:02,23.8,2.7,750,16,1,0,1,low,5000,postpaid,1,0,1,1,474,15000,30,37124.59,informal,Mombasa,1,0
APP_006142,legitimate,2025-12-03 10:49:02,0.2,4.1,306,13,1,1,1,medium,20000,postpaid,0,0,0,0,300,20000,7,38305.6,self_employed,Mombasa,0,1
APP_006143,legitimate,2026-01-05 10:49:02,38.2,6.6,328,14,1,0,1,high,60000,postpaid,1,0,1,1,539,3000,60,10513.34,unemployed,Mombasa,1,0
APP_006144,fraudster,2025-11-19 10:49:02,2.2,0.9,71,4,8,15,1,low,5000,prepaid,0,0,0,0,300,1000,7,55571.58,formal,Nakuru,0,1
APP_006145,legitimate,2026-02-08 10:49:02,4.5,99.2,491,14,1,1,1,low,5000,postpaid,1,1,1,1,506,5000,7,36717.26,self_employed,Mombasa,1,0
APP_006146,risky,2025-12-17 10:49:02,1.5,26.7,564,10,1,1,1,low,5000,prepaid,1,0,1,1,562,5000,60,16488.57,unemployed,Nairobi,0,0
APP_006147,legitimate,2025-11-20 10:49:02,25.6,2.2,886,13,1,2,1,high,60000,prepaid,1,0,1,0,300,10000,7,36813.46,informal,Eldoret,0,0
APP_006148,legitimate,2025-11-21 10:49:02,62.4,33.4,501,13,1,1,1,low,5000,prepaid,1,0,1,0,300,1000,7,72542.6,formal,Nakuru,0,0
APP_006149,legitimate,2025-11-19 10:49:02,3.1,10.0,655,15,1,1,1,medium,20000,prepaid,1,0,1,0,300,5000,14,75142.02,formal,Kisumu,0,0
APP_006150,legitimate,2026-01-23 10:49:02,1.1,44.0,381,12,1,1,1,high,60000,prepaid,0,0,1,1,516,15000,90,37261.51,informal,Eldoret,1,0
APP_006151,fraudster,2026-01-10 10:49:02,2.0,1.2,55,4,9,5,0,high,60000,postpaid,0,0,1,0,300,15000,60,10416.74,unemployed,Rural,0,1
APP_006152,legitimate,2025-12-23 10:49:02,11.7,22.3,671,15,1,1,1,low,5000,prepaid,0,1,1,0,300,5000,60,15058.83,unemployed,Nairobi,0,0
APP_006153,legitimate,2026-01-26 10:49:02,19.9,19.4,374,16,1,1,1,high,60000,prepaid,1,1,1,0,300,15000,14,63496.67,formal,Eldoret,0,1
APP_006154,legitimate,2026-02-08 10:49:02,1.5,15.1,607,13,1,0,1,high,60000,prepaid,0,1,1,0,300,5000,14,11274.29,unemployed,Kisumu,0,0
APP_006155,risky,2026-02-11 10:49:02,26.9,1.5,599,16,1,2,1,high,60000,postpaid,1,0,1,0,300,3000,7,20930.0,informal,Nairobi,1,0
APP_006156,good_repeat,2026-01-14 10:49:02,19.5,0.3,822,15,1,1,0,low,5000,prepaid,0,1,1,0,300,20000,7,7784.45,unemployed,Eldoret,1,0
APP_006157,legitimate,2025-12-06 10:49:02,3.6,10.0,874,10,1,1,1,low,5000,prepaid,1,1,1,0,300,20000,60,7472.58,unemployed,Kisumu,0,1
APP_006158,fraudster,2025-11-24 10:49:02,0.2,1.7,32,0,5,7,1,high,60000,postpaid,0,0,1,0,300,20000,7,64956.11,formal,Mombasa,0,1
APP_006159,risky,2026-02-04 10:49:02,6.0,11.4,671,16,1,0,0,high,60000,prepaid,1,1,1,0,300,10000,7,28986.53,informal,Rural,1,0
APP_006160,risky,2025-12-14 10:49:02,4.0,85.0,833,16,1,0,1,high,60000,prepaid,0,1,1,0,300,15000,90,20829.08,formal,Eldoret,1,0
APP_006161,legitimate,2025-11-23 10:49:02,7.7,47.3,409,14,1,0,1,medium,20000,postpaid,0,0,1,0,300,15000,90,26549.67,informal,Kisumu,0,0
APP_006162,legitimate,2025-11-16 10:49:02,1.0,96.5,342,13,1,0,0,medium,20000,prepaid,0,0,1,0,300,1000,90,8081.64,unemployed,Rural,0,0
APP_006163,risky,2026-01-13 10:49:02,26.8,33.5,676,16,1,1,1,medium,20000,postpaid,1,0,1,0,300,10000,30,15031.7,unemployed,Kisumu,1,0
APP_006164,risky,2025-12-25 10:49:02,41.7,8.8,869,17,1,0,1,medium,20000,prepaid,1,0,1,1,489,3000,7,29297.21,formal,Eldoret,0,1
APP_006165,legitimate,2026-01-19 10:49:02,27.1,12.0,432,12,1,2,1,high,60000,prepaid,1,1,1,0,300,20000,30,15547.66,unemployed,Nakuru,0,0
APP_006166,fraudster,2025-12-18 10:49:02,0.4,0.6,59,2,10,10,1,high,60000,prepaid,0,0,1,0,300,5000,90,11160.43,informal,Rural,0,1
APP_006167,risky,2025-11-20 10:49:02,10.8,17.6,718,15,1,0,1,medium,20000,prepaid,0,1,1,1,301,20000,14,52966.58,self_employed,Mombasa,1,0
APP_006168,legitimate,2025-11-23 10:49:02,3.5,35.1,898,15,1,0,1,high,60000,prepaid,0,1,1,0,300,20000,7,23976.67,self_employed,Mombasa,0,0
APP_006169,legitimate,2026-01-24 10:49:02,9.2,16.9,319,16,1,2,1,medium,20000,postpaid,1,1,1,0,300,15000,7,57216.95,formal,Eldoret,0,0
APP_006170,risky,2025-12-25 10:49:02,22.1,1.1,589,14,1,0,1,high,60000,postpaid,0,1,0,0,300,2000,90,18059.43,informal,Nakuru,0,0
APP_006171,legitimate,2026-01-15 10:49:02,32.8,109.0,473,15,1,1,1,medium,20000,postpaid,1,1,1,0,300,10000,30,19309.14,unemployed,Mombasa,1,0
APP_006172,legitimate,2025-11-23 10:49:02,14.3,14.8,644,13,1,1,1,high,60000,prepaid,1,0,1,0,300,10000,30,21400.53,informal,Mombasa,0,0
APP_006173,risky,2025-12-30 10:49:02,7.2,25.7,737,12,1,1,1,high,60000,prepaid,0,0,1,0,300,20000,60,25063.0,informal,Rural,0,0
APP_006174,risky,2026-01-18 10:49:02,0.5,8.3,590,13,1,1,1,high,60000,postpaid,1,0,1,1,607,5000,14,17529.03,informal,Kisumu,1,0
APP_006175,legitimate,2026-01-19 10:49:02,6.2,99.3,802,7,1,2,1,medium,20000,postpaid,0,1,1,0,300,20000,90,6691.54,unemployed,Eldoret,1,0
APP_006176,legitimate,2025-11-18 10:49:02,6.2,14.0,711,13,1,0,1,low,5000,prepaid,0,0,1,0,300,5000,7,67856.44,formal,Mombasa,0,0
APP_006177,legitimate,2025-12-28 10:49:02,0.9,19.7,558,12,1,2,1,low,5000,prepaid,1,1,1,0,300,1000,7,53104.04,formal,Nairobi,0,0
APP_006178,legitimate,2025-12-22 10:49:02,25.0,5.2,572,15,1,1,1,medium,20000,prepaid,0,1,0,1,555,15000,60,25873.45,formal,Nakuru,1,0
APP_006179,risky,2026-02-11 10:49:02,1.2,10.9,463,13,1,0,1,high,60000,postpaid,1,0,1,0,300,5000,60,15230.8,informal,Nairobi,1,0
APP_006180,legitimate,2025-12-08 10:49:02,13.4,10.5,448,15,1,1,1,medium,20000,prepaid,0,1,1,1,530,2000,30,75308.0,formal,Rural,1,0
APP_006181,good_repeat,2026-01-20 10:49:02,107.9,35.8,511,14,1,2,1,high,60000,prepaid,1,0,1,1,485,2000,14,18487.94,unemployed,Nairobi,1,0
APP_006182,legitimate,2026-01-09 10:49:02,7.9,101.7,573,6,1,0,1,high,60000,postpaid,0,1,1,0,300,15000,14,16049.53,informal,Kisumu,1,0
APP_006183,fraudster,2026-01-26 10:49:02,1.9,0.0,114,4,3,8,1,medium,20000,prepaid,0,0,1,0,300,10000,90,24917.28,informal,Nairobi,0,1
APP_006184,legitimate,2025-12-03 10:49:02,0.2,17.6,687,14,1,2,1,high,60000,prepaid,0,1,1,0,300,1000,90,26755.25,self_employed,Eldoret,0,0
APP_006185,legitimate,2025-12-12 10:49:02,3.6,0.5,737,15,1,1,1,high,60000,prepaid,0,0,1,1,565,1000,30,7649.85,unemployed,Kisumu,1,0
APP_006186,fraudster,2025-11-18 10:49:02,1.7,0.6,45,4,3,14,1,low,5000,postpaid,0,0,1,0,300,15000,7,31453.69,formal,Nakuru,0,1
APP_006187,legitimate,2025-12-16 10:49:02,23.5,19.6,890,13,1,0,1,medium,20000,postpaid,0,0,1,0,300,15000,90,71285.31,formal,Nakuru,0,0
